NaN,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
7750,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7750.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7751,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7751.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7752,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7752.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7753,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7753.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7754,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7754.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7755,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7755.5,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7756,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7756.5,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7757,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7757.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7758,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7758.5,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7759,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7759.5,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7760,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7760.5,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7761,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7761.5,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7762,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7762.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7763,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7763.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7764,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7764.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7765,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7765.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7766,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7766.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7767,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7767.5,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7768,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7768.5,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7769,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7769.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7770,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7770.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7771,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7771.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7772,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7772.5,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7773,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7773.5,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7774,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7774.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7775,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7775.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7776,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7776.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7777,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7777.5,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7778,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7778.5,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7779,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7779.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7780,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7780.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7781,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7781.5,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7782,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7782.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7783,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7783.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7784,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7784.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7785,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7785.5,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7786,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7786.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7787,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7787.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7788,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7788.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7789,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7789.5,42,42,42,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7790,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7790.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7791,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7791.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7792,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7792.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7793,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7793.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7794,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7794.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,35,35,35,49,49,49
7795,41,41,41,41,41,41,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49,49
7795.5,41,41,41,41,41,41,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49,49
7796,41,41,41,41,41,41,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49,49
7796.5,41,41,41,41,41,41,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49,49
7797,41,41,41,41,41,41,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49,49
7797.5,34,34,34,34,34,34,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49,49
7798,34,34,34,34,34,34,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49,49
7798.5,34,34,34,34,34,34,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49,49
7799,34,34,34,34,34,34,34,34,34,34,34,34,34,20,20,20,20,20,20,49,49,49,49
7799.5,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,47,20,20,49,49,49,49
7800,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,47,20,20,49,49,49,49
7800.5,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,47,20,20,49,49,49,49
7801,33,33,26,26,26,26,26,26,26,26,26,26,26,26,26,26,47,20,20,49,49,49,49
7801.5,33,33,26,26,26,26,26,26,26,26,26,26,26,26,26,26,47,20,20,49,49,49,49
7802,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,31,31,43,43,43,43,49
7802.5,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,31,31,43,43,43,43,49
7803,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,31,31,43,43,43,43,49
7803.5,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,31,31,43,43,43,43,49
7804,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,31,31,43,43,43,43,49
7804.5,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,31,31,43,43,43,43,49
7805,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,31,31,43,43,43,43,49
7805.5,32,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,31,31,43,43,43,43,49
7806,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7806.5,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7807,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7807.5,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7808,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7808.5,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7809,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7809.5,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7810,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7810.5,38,38,38,38,38,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7811,38,38,38,38,38,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7811.5,38,38,38,38,38,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7812,38,38,38,38,38,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7812.5,38,38,38,38,38,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7813,38,38,38,38,38,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7813.5,38,38,38,38,38,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7814,38,38,38,38,38,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7814.5,38,38,38,38,38,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7815,38,38,38,38,38,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7815.5,38,38,38,38,38,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7816,38,38,38,38,38,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7816.5,38,38,38,38,38,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7817,38,38,38,38,38,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7817.5,38,38,38,38,38,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7818,38,38,38,38,38,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7818.5,38,38,38,38,38,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7819,38,38,38,38,38,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7819.5,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,43,43,43,43,43,43,49
7820,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,43,43,43,43,43,43,49
7820.5,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,43,43,43,43,43,43,49
7821,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,43,43,43,43,43,43,49
7821.5,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,43,43,43,43,43,43,49
7822,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,43,43,43,43,43,43,49
7822.5,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,43,43,43,43,43,43,49
7823,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,43,43,43,43,43,43,49
7823.5,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,43,43,43,43,43,43,49
7824,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,43,43,43,43,43,43,49
7824.5,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,43,43,43,43,43,43,49
7825,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,43,43,43,43,43,43,49
7825.5,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7826,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7826.5,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,43,43,43,43,43,43,49
7827,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,43,43,43,43,43,43,49
7827.5,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,43,43,43,43,43,43,49
7828,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,43,43,43,43,43,43,49
7828.5,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,43,43,43,43,43,43,49
7829,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,43,43,43,43,43,43,49
7829.5,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,43,43,43,43,43,43,49
7830,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,43,43,43,43,43,43,49
7830.5,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,43,43,43,43,43,43,49
7831,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,43,43,43,43,43,43,49
7831.5,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,43,43,43,43,43,43,49
7832,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,43,43,43,43,43,43,49
7832.5,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,43,43,43,43,43,43,49
7833,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7833.5,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7834,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7834.5,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7835,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7835.5,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7836,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7836.5,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7837,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7837.5,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7838,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7838.5,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7839,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7839.5,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7840,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7840.5,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7841,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7841.5,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7842,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7842.5,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7843,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7843.5,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7844,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7844.5,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7845,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7845.5,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7846,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7846.5,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7847,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7847.5,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7848,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7848.5,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7849,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7849.5,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7850,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7850.5,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7851,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7851.5,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7852,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7852.5,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7853,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7853.5,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7854,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7854.5,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7855,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7855.5,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7856,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7856.5,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7857,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7857.5,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7858,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7858.5,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7859,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7859.5,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7860,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7860.5,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7861,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7861.5,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7862,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7862.5,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7863,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7863.5,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7864,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7864.5,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7865,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
7865.5,46,46,46,46,46,38,38,38,31,31,31,31,31,31,31,31,31,31,43,43,43,43,49
